Query_1	Query_1	BC_1959	5e-61	580
Query_72	Query_72	BC_1569	2e-08	123
Query_72	Query_72	BC_0051	1e-07	116
Query_74	Query_74	BC_2223	1e-23	261
Query_74	Query_74	BC_3369	4e-23	256
Query_74	Query_74	BC_2965	2e-16	198
Query_74	Query_74	BC_1035	1e-08	130
Query_75	Query_75	BC_0380	2e-20	228
Query_76	Query_76	BC_5442	8e-15	184
Query_76	Query_76	BC_0398	8e-14	175
Query_76	Query_76	BC_5418	1e-09	138
Query_76	Query_76	BC_0935	1e-08	130
Query_76	Query_76	BC_2880	9e-08	123
Query_76	Query_76	BC_3000	9e-08	123
Query_76	Query_76	BC_4000	2e-06	111
Query_76	Query_76	BC_4000	6e-05	98
Query_76	Query_76	BC_2310	8e-06	106
Query_76	Query_76	BC_4568	4e-05	100
Query_77	Query_77	BC_4959	4e-27	287
Query_79	Query_79	BC_0570	3e-06	109
Query_80	Query_80	BC_0568	5e-27	287
Query_80	Query_80	BC_4012	1e-19	223
Query_80	Query_80	BC_1325	5e-09	132
Query_80	Query_80	BC_1287	1e-06	112
Query_80	Query_80	BC_4011	1e-04	94
Query_81	Query_81	BC_4011	5e-32	330
Query_81	Query_81	BC_0569	4e-29	305
Query_82	Query_82	BC_1083	4e-21	237
Query_82	Query_82	BC_0776	1e-18	216
Query_82	Query_82	BC_4672	9e-18	208
Query_82	Query_82	BC_0659	4e-17	202
Query_82	Query_82	BC_4211	8e-16	191
Query_82	Query_82	BC_4010	2e-15	188
Query_82	Query_82	BC_4053	3e-13	169
Query_82	Query_82	BC_0230	4e-12	159
Query_82	Query_82	BC_5402	6e-12	158
Query_82	Query_82	BC_2549	3e-11	152
Query_82	Query_82	BC_0630	3e-10	144
Query_82	Query_82	BC_4842	8e-06	105
Query_82	Query_82	BC_1356	8e-06	105
Query_82	Query_82	BC_2526	1e-05	104
Query_82	Query_82	BC_3792	1e-05	104
Query_82	Query_82	BC_2680	2e-05	103
Query_82	Query_82	BC_3039	2e-05	102
Query_82	Query_82	BC_1987	2e-05	102
Query_82	Query_82	BC_3756	7e-05	97
Query_82	Query_82	BC_4076	9e-05	96
Query_82	Query_82	BC_0583	1e-04	95
Query_84	Query_84	BC_4128	9e-43	422
Query_84	Query_84	BC_3798	2e-05	101
Query_85	Query_85	BC_3799	8e-05	96
Query_86	Query_86	BC_4127	2e-113	1033
Query_86	Query_86	BC_1149	4e-58	556
Query_86	Query_86	BC_0355	5e-54	521
Query_86	Query_86	BC_1610	1e-47	466
Query_86	Query_86	BC_3007	2e-47	464
Query_86	Query_86	BC_2245	1e-40	406
Query_86	Query_86	BC_4119	6e-31	322
Query_86	Query_86	BC_4468	5e-27	288
Query_86	Query_86	BC_0512	2e-24	265
Query_87	Query_87	BC_4126	4e-107	978
Query_87	Query_87	BC_0407	2e-70	662
Query_87	Query_87	BC_3889	1e-26	283
Query_88	Query_88	BC_4630	0.0	1709
Query_89	Query_89	BC_4629	0.0	1833
Query_89	Query_89	BC_3550	1e-48	476
Query_89	Query_89	BC_0325	1e-15	190
Query_89	Query_89	BC_0611	2e-14	179
Query_89	Query_89	BC_3093	9e-13	166
Query_89	Query_89	BC_1740	1e-12	165
Query_89	Query_89	BC_1712	2e-05	103
Query_90	Query_90	BC_4129	2e-119	1085
Query_91	Query_91	BC_5364	0.0	2322
Query_92	Query_92	BC_4674	1e-164	1474
Query_92	Query_92	BC_2942	1e-161	1449
Query_93	Query_93	BC_1517	5e-90	831
Query_95	Query_95	BC_4331	5e-81	752
Query_96	Query_96	BC_2938	8e-170	1520
Query_96	Query_96	BC_5334	2e-05	102
Query_97	Query_97	BC_1516	1e-169	1518
Query_97	Query_97	BC_2941	2e-164	1473
Query_99	Query_99	BC_4232	5e-13	164
Query_100	Query_100	BC_3153	5e-173	1547
Query_100	Query_100	BC_1834	1e-25	276
Query_101	Query_101	BC_3152	2e-56	537
Query_101	Query_101	BC_5319	9e-10	134
Query_102	Query_102	BC_3155	1e-45	441
Query_102	Query_102	BC_0595	9e-10	131
Query_102	Query_102	BC_4834	3e-09	127
Query_102	Query_102	BC_0613	6e-09	124
Query_102	Query_102	BC_3423	2e-06	103
Query_102	Query_102	BC_4256	2e-05	95
Query_102	Query_102	BC_2298	3e-05	93
Query_102	Query_102	BC_1998	1e-04	87
Query_102	Query_102	BC_3224	1e-04	87
Query_103	Query_103	BC_3799	4e-160	1436
Query_103	Query_103	BC_2363	4e-128	1159
Query_105	Query_105	BC_2204	0.0	2052
Query_105	Query_105	BC_1697	2e-63	604
Query_105	Query_105	BC_1152	5e-43	428
Query_105	Query_105	BC_1153	9e-16	193
Query_105	Query_105	BC_0330	1e-11	158
Query_106	Query_106	BC_1697	2e-54	528
Query_106	Query_106	BC_2204	3e-50	491
Query_106	Query_106	BC_1152	1e-40	408
Query_106	Query_106	BC_1153	1e-07	123
Query_107	Query_107	BC_1697	4e-166	1490
Query_107	Query_107	BC_1152	2e-136	1233
Query_107	Query_107	BC_1153	1e-115	1053
Query_107	Query_107	BC_2204	2e-74	698
Query_107	Query_107	BC_0330	8e-12	159
Query_108	Query_108	BC_4559	2e-76	714
Query_108	Query_108	BC_2169	3e-54	523
Query_108	Query_108	BC_4397	4e-22	246
Query_108	Query_108	BC_4397	2e-08	128
Query_108	Query_108	BC_0084	4e-22	246
Query_109	Query_109	BC_1546	0.0	1633
Query_109	Query_109	BC_4901	5e-75	702
Query_109	Query_109	BC_4009	2e-67	636
Query_109	Query_109	BC_4035	3e-43	427
Query_109	Query_109	BC_2896	9e-37	372
Query_109	Query_109	BC_4906	3e-26	281
Query_109	Query_109	BC_2940	1e-15	190
Query_109	Query_109	BC_3039	1e-13	173
Query_109	Query_109	BC_3756	3e-11	152
Query_109	Query_109	BC_2680	5e-11	150
Query_109	Query_109	BC_1987	1e-09	138
Query_109	Query_109	BC_1518	8e-08	123
Query_109	Query_109	BC_2742	2e-06	110
Query_110	Query_110	BC_4397	0.0	2265
Query_110	Query_110	BC_2169	4e-26	282
Query_110	Query_110	BC_2169	1e-11	157
Query_110	Query_110	BC_0084	3e-18	215
Query_110	Query_110	BC_0084	7e-08	125
Query_110	Query_110	BC_4559	7e-13	168
Query_110	Query_110	BC_4559	7e-09	133
Query_111	Query_111	BC_5308	0.0	2299
Query_111	Query_111	BC_5306	1e-24	268
Query_111	Query_111	BC_1647	2e-20	233
Query_112	Query_112	BC_5312	3e-86	797
Query_113	Query_113	BC_5305	1e-46	451
Query_114	Query_114	BC_5306	0.0	2109
Query_114	Query_114	BC_1647	5e-34	350
Query_114	Query_114	BC_5308	1e-21	242
Query_115	Query_115	BC_5311	1e-21	234
Query_116	Query_116	BC_5310	2e-45	442
Query_117	Query_117	BC_5307	2e-116	1057
Query_118	Query_118	BC_5309	2e-45	443
Query_119	Query_119	BC_5313	4e-17	196
Query_119	Query_119	BC_4763	3e-07	111
Query_119	Query_119	BC_0977	3e-06	102
Query_120	Query_120	BC_0848	7e-17	196
Query_120	Query_120	BC_1363	5e-12	154
Query_120	Query_120	BC_3244	4e-11	146
Query_120	Query_120	BC_3175	1e-10	142
Query_120	Query_120	BC_5097	6e-08	119
Query_121	Query_121	BC_1674	8e-14	172
Query_123	Query_123	BC_4162	0.0	1643
Query_123	Query_123	BC_1491	5e-16	193
Query_124	Query_124	BC_1173	8e-08	122
Query_125	Query_125	BC_0778	1e-12	159
Query_126	Query_126	BC_0779	1e-19	220
Query_127	Query_127	BC_0779	1e-34	348
Query_128	Query_128	BC_0542	7e-42	413
Query_129	Query_129	BC_3760	7e-58	555
Query_129	Query_129	BC_3759	3e-07	119
Query_131	Query_131	BC_3760	6e-57	547
Query_131	Query_131	BC_3759	2e-05	102
Query_132	Query_132	BC_0775	1e-64	615
Query_132	Query_132	BC_0631	2e-60	577
Query_132	Query_132	BC_0842	8e-56	538
Query_132	Query_132	BC_4050	8e-34	349
Query_132	Query_132	BC_4050	5e-05	100
Query_132	Query_132	BC_5320	1e-33	346
Query_136	Query_136	BC_4119	2e-156	1405
Query_136	Query_136	BC_1610	7e-65	615
Query_136	Query_136	BC_2245	2e-54	526
Query_136	Query_136	BC_0355	3e-50	489
Query_136	Query_136	BC_1149	9e-40	399
Query_136	Query_136	BC_3007	9e-37	373
Query_136	Query_136	BC_4127	9e-32	329
Query_136	Query_136	BC_4468	1e-19	226
Query_136	Query_136	BC_0512	7e-12	158
Query_137	Query_137	BC_4114	1e-116	1060
Query_138	Query_138	BC_4118	2e-53	513
Query_139	Query_139	BC_0621	2e-80	748
Query_139	Query_139	BC_4117	6e-80	744
Query_140	Query_140	BC_2609	6e-73	684
Query_140	Query_140	BC_2634	5e-50	486
Query_140	Query_140	BC_2616	9e-10	139
Query_140	Query_140	BC_3211	5e-09	133
Query_140	Query_140	BC_2613	3e-08	127
Query_142	Query_142	BC_1537	5e-104	951
Query_143	Query_143	BC_4159	2e-158	1421
Query_143	Query_143	BC_3973	3e-54	522
Query_143	Query_143	BC_2779	9e-39	388
Query_144	Query_144	BC_4158	5e-172	1538
Query_144	Query_144	BC_3972	2e-92	852
Query_144	Query_144	BC_2778	2e-76	714
Query_144	Query_144	BC_4176	4e-14	176
Query_145	Query_145	BC_4157	3e-169	1515
Query_145	Query_145	BC_1251	1e-65	622
Query_145	Query_145	BC_3971	2e-58	560
Query_145	Query_145	BC_2777	1e-50	493
Query_146	Query_146	BC_4165	0.0	2161
Query_146	Query_146	BC_0473	5e-73	687
Query_146	Query_146	BC_2837	1e-71	675
Query_146	Query_146	BC_0356	5e-66	627
Query_146	Query_146	BC_2250	2e-63	605
Query_146	Query_146	BC_2250	1e-05	106
Query_146	Query_146	BC_2766	5e-58	558
Query_146	Query_146	BC_5205	2e-16	200
Query_146	Query_146	BC_3100	2e-10	147
Query_146	Query_146	BC_0577	2e-08	131
Query_146	Query_146	BC_4478	1e-07	124
Query_146	Query_146	BC_0560	2e-04	96
Query_146	Query_146	BC_1458	2e-04	96
Query_147	Query_147	BC_0855	1e-150	1354
Query_147	Query_147	BC_2402	2e-28	301
Query_147	Query_147	BC_2283	9e-17	200
Query_147	Query_147	BC_2283	3e-05	101
Query_147	Query_147	BC_4707	1e-14	181
Query_147	Query_147	BC_0667	2e-14	180
Query_147	Query_147	BC_3622	2e-12	163
Query_147	Query_147	BC_0256	6e-12	158
Query_147	Query_147	BC_5372	5e-10	142
Query_147	Query_147	BC_5418	9e-10	139
Query_147	Query_147	BC_2885	3e-09	135
Query_147	Query_147	BC_0804	3e-09	135
Query_147	Query_147	BC_3314	4e-09	133
Query_147	Query_147	BC_0658	5e-09	133
Query_147	Query_147	BC_2310	8e-09	131
Query_147	Query_147	BC_1786	3e-08	126
Query_147	Query_147	BC_1786	7e-05	97
Query_147	Query_147	BC_2880	1e-07	122
Query_147	Query_147	BC_1757	1e-07	121
Query_147	Query_147	BC_3310	2e-07	120
Query_147	Query_147	BC_4000	3e-07	118
Query_147	Query_147	BC_0204	3e-07	117
Query_147	Query_147	BC_3000	6e-07	115
Query_147	Query_147	BC_4568	8e-07	114
Query_147	Query_147	BC_1681	9e-07	113
Query_147	Query_147	BC_5442	1e-06	112
Query_147	Query_147	BC_3393	2e-06	111
Query_147	Query_147	BC_4497	2e-06	110
Query_147	Query_147	BC_0757	1e-05	104
Query_147	Query_147	BC_4738	3e-05	100
Query_147	Query_147	BC_1753	4e-05	99
Query_147	Query_147	BC_0962	5e-05	98
Query_147	Query_147	BC_5071	5e-05	98
Query_147	Query_147	BC_3349	6e-05	97
Query_147	Query_147	BC_3212	9e-05	96
Query_148	Query_148	BC_2020	3e-26	277
Query_148	Query_148	BC_2684	5e-16	188
Query_148	Query_148	BC_2349	5e-07	110
Query_148	Query_148	BC_0587	7e-06	101
Query_148	Query_148	BC_2064	1e-04	90
Query_148	Query_148	BC_2948	1e-04	90
Query_148	Query_148	BC_2076	2e-04	89
Query_149	Query_149	BC_1614	3e-17	203
Query_149	Query_149	BC_4968	4e-12	158
Query_149	Query_149	BC_2514	1e-11	153
Query_149	Query_149	BC_3486	3e-09	134
Query_149	Query_149	BC_5176	3e-08	124
Query_149	Query_149	BC_5171	1e-05	102
Query_149	Query_149	BC_3356	4e-05	98
Query_149	Query_149	BC_0953	8e-05	95
Query_150	Query_150	BC_3694	6e-16	192
Query_150	Query_150	BC_3694	2e-04	94
Query_150	Query_150	BC_1911	4e-15	185
Query_150	Query_150	BC_1494	7e-13	166
Query_150	Query_150	BC_0888	7e-10	140
Query_150	Query_150	BC_3257	7e-06	106
Query_151	Query_151	BC_0855	4e-104	953
Query_151	Query_151	BC_2402	2e-20	231
Query_151	Query_151	BC_2283	6e-17	201
Query_151	Query_151	BC_4707	2e-16	196
Query_151	Query_151	BC_0804	2e-13	171
Query_151	Query_151	BC_5372	2e-13	171
Query_151	Query_151	BC_3622	5e-11	150
Query_151	Query_151	BC_0667	3e-10	143
Query_151	Query_151	BC_3310	4e-10	142
Query_151	Query_151	BC_0658	1e-09	138
Query_151	Query_151	BC_3349	1e-09	138
Query_151	Query_151	BC_0256	2e-09	137
Query_151	Query_151	BC_2310	5e-09	133
Query_151	Query_151	BC_2885	6e-09	132
Query_151	Query_151	BC_4568	1e-08	130
Query_151	Query_151	BC_0757	3e-07	117
Query_151	Query_151	BC_4000	8e-07	114
Query_151	Query_151	BC_5418	8e-07	114
Query_151	Query_151	BC_2128	1e-06	112
Query_151	Query_151	BC_2880	2e-06	111
Query_151	Query_151	BC_1786	2e-06	111
Query_151	Query_151	BC_3314	2e-06	110
Query_151	Query_151	BC_4497	3e-06	109
Query_151	Query_151	BC_4738	3e-05	100
Query_151	Query_151	BC_1757	1e-04	96
Query_152	Query_152	BC_1614	2e-15	186
Query_152	Query_152	BC_2514	2e-11	152
Query_152	Query_152	BC_3486	2e-09	135
Query_152	Query_152	BC_0953	1e-07	120
Query_152	Query_152	BC_1710	2e-07	118
Query_152	Query_152	BC_5171	9e-07	112
Query_152	Query_152	BC_4968	1e-05	102
Query_153	Query_153	BC_4816	2e-64	609
Query_153	Query_153	BC_0353	1e-35	361
Query_154	Query_154	BC_0028	5e-12	151
Query_155	Query_155	BC_4417	2e-26	278
Query_156	Query_156	BC_2316	7e-19	223
Query_156	Query_156	BC_1997	2e-18	220
Query_156	Query_156	BC_4351	2e-12	167
Query_156	Query_156	BC_4351	3e-10	149
Query_156	Query_156	BC_4869	8e-11	154
Query_156	Query_156	BC_4869	2e-08	133
Query_157	Query_157	BC_1836	2e-120	1094
Query_157	Query_157	BC_2047	1e-115	1054
Query_157	Query_157	BC_1441	1e-111	1018
Query_157	Query_157	BC_4550	6e-105	960
Query_157	Query_157	BC_0820	6e-98	900
Query_157	Query_157	BC_0685	1e-88	819
Query_158	Query_158	BC_1836	0.0	1625
Query_158	Query_158	BC_2047	2e-119	1086
Query_158	Query_158	BC_1441	5e-108	987
Query_158	Query_158	BC_4550	2e-100	921
Query_158	Query_158	BC_0820	2e-97	895
Query_158	Query_158	BC_0685	2e-90	835
Query_159	Query_159	BC_2114	1e-58	556
Query_160	Query_160	BC_4161	7e-148	1330
Query_160	Query_160	BC_4637	8e-13	165
Query_162	Query_162	BC_3887	3e-86	798
Query_162	Query_162	BC_0077	2e-12	163
Query_162	Query_162	BC_1233	5e-12	158
Query_162	Query_162	BC_0296	4e-05	99
Query_163	Query_163	BC_3886	0.0	2678
Query_163	Query_163	BC_3886	4e-78	733
Query_163	Query_163	BC_3886	5e-57	551
Query_163	Query_163	BC_3947	1e-11	159
Query_163	Query_163	BC_3947	8e-10	144
Query_163	Query_163	BC_2484	3e-10	148
Query_163	Query_163	BC_4183	3e-08	131
Query_163	Query_163	BC_4183	9e-06	109
Query_164	Query_164	BC_1536	3e-95	877
Query_165	Query_165	BC_4288	6e-24	255
Query_165	Query_165	BC_5187	3e-12	154
Query_165	Query_165	BC_1524	1e-04	88
Query_166	Query_166	BC_5187	1e-21	234
Query_166	Query_166	BC_4288	4e-20	222
Query_166	Query_166	BC_1524	2e-05	95
Query_167	Query_167	BC_3662	7e-91	836
Query_167	Query_167	BC_1721	7e-66	621
Query_168	Query_168	BC_4672	2e-153	1378
Query_168	Query_168	BC_0659	1e-49	482
Query_168	Query_168	BC_4010	6e-44	433
Query_168	Query_168	BC_5402	5e-43	425
Query_168	Query_168	BC_1083	6e-42	416
Query_168	Query_168	BC_0230	1e-41	414
Query_168	Query_168	BC_4211	2e-38	385
Query_168	Query_168	BC_0776	3e-32	332
Query_168	Query_168	BC_4104	3e-21	238
Query_168	Query_168	BC_0768	3e-05	100
Query_169	Query_169	BC_0230	3e-61	582
Query_169	Query_169	BC_4211	1e-51	499
Query_169	Query_169	BC_5402	6e-47	459
Query_169	Query_169	BC_1083	1e-36	370
Query_169	Query_169	BC_4010	2e-24	264
Query_169	Query_169	BC_4672	8e-22	242
Query_169	Query_169	BC_0659	6e-21	234
Query_169	Query_169	BC_0776	5e-17	201
Query_169	Query_169	BC_4104	4e-11	149
Query_170	Query_170	BC_3982	1e-93	861
Query_170	Query_170	BC_5175	3e-19	220
Query_170	Query_170	BC_2367	2e-18	212
Query_170	Query_170	BC_3190	5e-16	192
Query_170	Query_170	BC_0224	8e-16	190
Query_170	Query_170	BC_3493	3e-15	185
Query_170	Query_170	BC_1841	1e-14	180
Query_170	Query_170	BC_1683	1e-14	179
Query_170	Query_170	BC_3668	2e-14	177
Query_170	Query_170	BC_5222	9e-11	147
Query_170	Query_170	BC_2362	3e-10	142
Query_170	Query_170	BC_3476	4e-10	141
Query_170	Query_170	BC_3127	2e-08	126
Query_170	Query_170	BC_1932	3e-07	116
Query_170	Query_170	BC_4650	7e-05	96
Query_171	Query_171	BC_4298	1e-52	503
Query_171	Query_171	BC_1823	1e-43	425
Query_172	Query_172	BC_3820	3e-79	736
Query_176	Query_176	BC_1943	2e-16	198
Query_176	Query_176	BC_1943	2e-14	180
Query_176	Query_176	BC_1204	3e-10	144
Query_176	Query_176	BC_5429	3e-09	135
Query_176	Query_176	BC_0314	4e-07	117
Query_176	Query_176	BC_1589	4e-07	116
Query_177	Query_177	BC_0584	2e-05	100
Query_178	Query_178	BC_5141	7e-115	1045
Query_178	Query_178	BC_2964	2e-13	170
Query_178	Query_178	BC_1819	3e-10	142
Query_179	Query_179	BC_1628	3e-160	1439
Query_179	Query_179	BC_5462	3e-06	112
Query_179	Query_179	BC_1742	3e-06	111
Query_179	Query_179	BC_0560	3e-05	103
Query_179	Query_179	BC_4588	1e-04	98
Query_179	Query_179	BC_0936	1e-04	97
Query_179	Query_179	BC_0577	2e-04	96
Query_180	Query_180	BC_1627	3e-18	212
Query_180	Query_180	BC_2217	1e-13	173
Query_180	Query_180	BC_1300	2e-13	170
Query_180	Query_180	BC_0586	5e-13	167
Query_180	Query_180	BC_5411	1e-11	155
Query_180	Query_180	BC_4810	3e-11	151
Query_180	Query_180	BC_4170	3e-11	151
Query_180	Query_180	BC_1956	5e-11	150
Query_180	Query_180	BC_0652	9e-11	147
Query_180	Query_180	BC_4849	2e-10	144
Query_180	Query_180	BC_0561	3e-10	143
Query_180	Query_180	BC_4589	4e-10	142
Query_180	Query_180	BC_1439	6e-10	140
Query_180	Query_180	BC_5440	7e-10	140
Query_180	Query_180	BC_0298	9e-10	139
Query_180	Query_180	BC_3207	2e-09	136
Query_180	Query_180	BC_3601	6e-09	132
Query_180	Query_180	BC_5463	7e-09	131
Query_180	Query_180	BC_5262	3e-08	125
Query_180	Query_180	BC_1732	1e-07	121
Query_180	Query_180	BC_1477	1e-07	121
Query_180	Query_180	BC_2498	1e-07	120
Query_180	Query_180	BC_1800	2e-07	118
Query_180	Query_180	BC_4665	3e-07	117
Query_180	Query_180	BC_1743	5e-07	115
Query_180	Query_180	BC_3113	1e-06	112
Query_180	Query_180	BC_4835	1e-06	111
Query_180	Query_180	BC_0572	2e-06	109
Query_180	Query_180	BC_4433	2e-06	109
Query_180	Query_180	BC_4539	3e-06	109
Query_180	Query_180	BC_1008	6e-06	106
Query_180	Query_180	BC_2864	2e-05	101
Query_180	Query_180	BC_1119	2e-05	101
Query_180	Query_180	BC_5028	3e-05	100
Query_180	Query_180	BC_3200	4e-05	99
Query_180	Query_180	BC_0937	1e-04	94
Query_181	Query_181	BC_1629	9e-07	110
Query_181	Query_181	BC_1629	1e-04	91
Query_183	Query_183	BC_1632	1e-67	637
Query_183	Query_183	BC_1007	4e-28	295
Query_184	Query_184	BC_1654	2e-75	705
Query_184	Query_184	BC_1006	2e-11	152
Query_184	Query_184	BC_3601	6e-08	123
Query_184	Query_184	BC_1300	7e-08	122
Query_184	Query_184	BC_4810	1e-07	119
Query_184	Query_184	BC_4849	2e-07	118
Query_184	Query_184	BC_1800	2e-07	117
Query_184	Query_184	BC_2498	7e-07	113
Query_184	Query_184	BC_1008	7e-07	113
Query_184	Query_184	BC_5262	9e-07	112
Query_184	Query_184	BC_4539	1e-06	112
Query_184	Query_184	BC_0652	1e-06	112
Query_184	Query_184	BC_3200	2e-06	110
Query_184	Query_184	BC_4665	5e-06	106
Query_184	Query_184	BC_0586	1e-05	103
Query_184	Query_184	BC_1119	1e-05	103
Query_184	Query_184	BC_0298	2e-05	100
Query_184	Query_184	BC_5028	3e-05	99
Query_184	Query_184	BC_1956	5e-05	97
Query_184	Query_184	BC_5463	5e-05	97
Query_184	Query_184	BC_4835	7e-05	96
Query_184	Query_184	BC_2217	7e-05	96
Query_184	Query_184	BC_1972	2e-04	93
Query_185	Query_185	BC_1654	2e-06	106
Query_186	Query_186	BC_1627	2e-46	448
Query_186	Query_186	BC_5336	1e-18	210
Query_186	Query_186	BC_1300	2e-18	207
Query_186	Query_186	BC_2217	4e-18	205
Query_186	Query_186	BC_5411	2e-16	190
Query_186	Query_186	BC_3601	3e-16	188
Query_186	Query_186	BC_5463	9e-15	176
Query_186	Query_186	BC_4589	2e-14	173
Query_186	Query_186	BC_5262	4e-14	170
Query_186	Query_186	BC_4810	5e-14	169
Query_186	Query_186	BC_1439	2e-13	165
Query_186	Query_186	BC_4170	2e-13	164
Query_186	Query_186	BC_1477	2e-13	164
Query_186	Query_186	BC_1732	2e-13	163
Query_186	Query_186	BC_4835	4e-13	161
Query_186	Query_186	BC_4539	9e-13	158
Query_186	Query_186	BC_2864	2e-12	156
Query_186	Query_186	BC_1956	2e-12	156
Query_186	Query_186	BC_3207	9e-12	150
Query_186	Query_186	BC_0578	1e-11	149
Query_186	Query_186	BC_0298	2e-11	148
Query_186	Query_186	BC_0652	5e-11	143
Query_186	Query_186	BC_0586	6e-11	143
Query_186	Query_186	BC_0561	9e-11	141
Query_186	Query_186	BC_1800	1e-10	140
Query_186	Query_186	BC_1972	1e-10	139
Query_186	Query_186	BC_4433	1e-09	132
Query_186	Query_186	BC_4849	3e-09	128
Query_186	Query_186	BC_2498	5e-09	126
Query_186	Query_186	BC_5028	9e-09	124
Query_186	Query_186	BC_5440	1e-08	122
Query_186	Query_186	BC_3228	2e-08	121
Query_186	Query_186	BC_1119	2e-08	121
Query_186	Query_186	BC_3113	3e-08	119
Query_186	Query_186	BC_4665	9e-08	115
Query_186	Query_186	BC_3200	1e-07	114
Query_186	Query_186	BC_0572	1e-07	113
Query_186	Query_186	BC_1006	2e-07	112
Query_186	Query_186	BC_3043	4e-07	110
Query_186	Query_186	BC_2538	5e-07	109
Query_186	Query_186	BC_1743	2e-06	104
Query_186	Query_186	BC_1008	3e-06	103
Query_186	Query_186	BC_0937	4e-05	92
Query_186	Query_186	BC_1654	7e-05	91
Query_187	Query_187	BC_3780	5e-132	1194
Query_188	Query_188	BC_4594	1e-64	612
Query_188	Query_188	BC_2285	3e-60	575
Query_189	Query_189	BC_3616	0.0	3794
Query_189	Query_189	BC_1402	9e-22	246
Query_190	Query_190	BC_1712	0.0	1879
Query_190	Query_190	BC_3093	5e-104	953
Query_190	Query_190	BC_0611	3e-102	937
Query_190	Query_190	BC_1740	1e-100	924
Query_190	Query_190	BC_0325	5e-11	151
Query_190	Query_190	BC_4629	3e-07	118
Query_191	Query_191	BC_0562	3e-175	1566
Query_192	Query_192	BC_0562	2e-141	1275
Query_193	Query_193	BC_5175	4e-26	279
Query_193	Query_193	BC_2367	3e-19	219
Query_193	Query_193	BC_1683	3e-16	194
Query_193	Query_193	BC_2362	1e-14	180
Query_193	Query_193	BC_3982	1e-14	180
Query_193	Query_193	BC_5222	2e-14	179
Query_193	Query_193	BC_3127	4e-11	150
Query_193	Query_193	BC_3668	4e-11	149
Query_193	Query_193	BC_3493	2e-09	136
Query_193	Query_193	BC_4650	3e-06	108
Query_193	Query_193	BC_0224	2e-05	100
Query_193	Query_193	BC_3190	3e-05	100
Query_193	Query_193	BC_1841	1e-04	94
Query_194	Query_194	BC_0936	3e-136	1232
Query_194	Query_194	BC_0560	5e-74	695
Query_194	Query_194	BC_0577	5e-60	574
Query_194	Query_194	BC_1008	8e-12	158
Query_194	Query_194	BC_4588	2e-08	129
Query_194	Query_194	BC_3114	2e-07	121
Query_194	Query_194	BC_1478	4e-07	118
Query_194	Query_194	BC_1742	8e-07	115
Query_194	Query_194	BC_1458	8e-07	115
Query_194	Query_194	BC_5462	2e-06	112
Query_194	Query_194	BC_0651	2e-06	111
Query_194	Query_194	BC_4165	3e-05	102
Query_194	Query_194	BC_0585	3e-05	102
Query_194	Query_194	BC_4666	6e-05	99
Query_194	Query_194	BC_4836	6e-05	99
Query_194	Query_194	BC_1336	1e-04	97
Query_195	Query_195	BC_0937	4e-66	622
Query_195	Query_195	BC_0561	1e-46	454
Query_195	Query_195	BC_0578	9e-32	326
Query_195	Query_195	BC_5411	6e-14	173
Query_195	Query_195	BC_4170	7e-10	137
Query_195	Query_195	BC_1300	7e-08	120
Query_195	Query_195	BC_1627	4e-07	113
Query_195	Query_195	BC_2217	9e-07	111
Query_195	Query_195	BC_3207	1e-06	110
Query_195	Query_195	BC_5352	1e-06	109
Query_195	Query_195	BC_4849	3e-06	106
Query_195	Query_195	BC_3228	4e-06	105
Query_195	Query_195	BC_3601	5e-06	104
Query_195	Query_195	BC_1732	6e-06	104
Query_195	Query_195	BC_5262	7e-06	103
Query_195	Query_195	BC_1956	1e-05	101
Query_195	Query_195	BC_5336	1e-05	101
Query_195	Query_195	BC_0586	1e-05	101
Query_195	Query_195	BC_1008	2e-05	100
Query_195	Query_195	BC_1119	2e-05	99
Query_195	Query_195	BC_3113	2e-05	98
Query_195	Query_195	BC_2864	4e-05	97
Query_195	Query_195	BC_1800	5e-05	96
Query_195	Query_195	BC_2498	7e-05	94
Query_195	Query_195	BC_1006	1e-04	92
Query_195	Query_195	BC_5028	1e-04	92
Query_195	Query_195	BC_1972	1e-04	92
Query_195	Query_195	BC_4810	2e-04	91
Query_195	Query_195	BC_0652	2e-04	91
Query_196	Query_196	BC_4594	2e-164	1473
Query_196	Query_196	BC_2285	1e-79	742
Query_197	Query_197	BC_0102	0.0	3625
Query_197	Query_197	BC_1168	2e-107	985
Query_197	Query_197	BC_4479	8e-11	151
Query_197	Query_197	BC_3827	1e-04	99
Query_198	Query_198	BC_0102	0.0	1648
Query_198	Query_198	BC_1168	5e-174	1558
Query_198	Query_198	BC_4479	1e-08	131
Query_198	Query_198	BC_4394	1e-05	106
Query_198	Query_198	BC_3827	8e-05	99
Query_199	Query_199	BC_5152	1e-101	929
Query_199	Query_199	BC_2793	2e-76	710
Query_200	Query_200	BC_3828	2e-82	763
Query_201	Query_201	BC_4479	0.0	1878
Query_201	Query_201	BC_3827	2e-21	240
Query_201	Query_201	BC_3827	6e-21	236
Query_201	Query_201	BC_0102	3e-10	144
Query_201	Query_201	BC_0072	2e-05	102
Query_202	Query_202	BC_3827	0.0	1843
Query_202	Query_202	BC_4479	8e-22	244
Query_202	Query_202	BC_4479	1e-20	233
Query_202	Query_202	BC_0072	6e-08	124
